Time,Channel A
(ms),(mV)

-0.19906499,94.85152000
-0.19778499,93.79863000
-0.19650499,92.60841000
-0.19522499,91.43345000
-0.19394499,90.09064000
-0.19266499,88.70204000
-0.19138499,87.29819000
-0.19010499,85.75700000
-0.18882499,84.15479000
-0.18754499,82.47626000
-0.18626499,80.72146000
-0.18498499,78.90560000
-0.18370499,77.01345000
-0.18242499,75.13657000
-0.18114499,73.16812000
-0.17986499,71.07761000
-0.17858499,68.97183000
-0.17730499,66.80502000
-0.17602499,64.50086000
-0.17474499,62.19672000
-0.17346499,59.81628000
-0.17218499,57.43583000
-0.17090499,54.91806000
-0.16962499,52.40028000
-0.16834499,49.80621000
-0.16706499,47.15109000
-0.16578499,44.49599000
-0.16450499,41.76458000
-0.16322499,39.04843000
-0.16194499,36.17969000
-0.16066499,33.37199000
-0.15938499,30.50325000
-0.15810499,27.63451000
-0.15682499,24.62844000
-0.15554499,21.69866000
-0.15426499,18.69258000
-0.15298499,15.68651000
-0.15170499,12.60414000
-0.15042499,9.52177400
-0.14914499,6.51570100
-0.14786499,3.43333200
-0.14658499,0.36622210
-0.14530499,-2.70088800
-0.14402499,-5.78325700
-0.14274499,-8.85036800
-0.14146499,-11.93274000
-0.14018499,-15.01511000
-0.13890499,-18.08221000
-0.13762499,-21.16459000
-0.13634499,-24.24695000
-0.13506499,-27.25303000
-0.13378499,-30.25910000
-0.13250499,-33.18888000
-0.13122499,-36.19495000
-0.12994499,-39.13999000
-0.12866499,-42.00872000
-0.12738499,-44.80117000
-0.12610499,-47.66991000
-0.12482499,-50.47761000
-0.12354499,-53.27005000
-0.12226499,-55.92516000
-0.12098499,-58.58028000
-0.11970499,-61.17435000
-0.11842499,-63.75316000
-0.11714499,-66.27094000
-0.11586499,-68.72768000
-0.11458499,-71.10812000
-0.11330499,-73.48856000
-0.11202499,-75.79271000
-0.11074499,-78.02057000
-0.10946499,-80.26368000
-0.10818499,-82.36945000
-0.10690499,-84.32263000
-0.10562499,-86.27582000
-0.10434499,-88.16797000
