Time,Channel A
(ms),(V)

-0.00411286,-0.28028200
-0.00379286,-0.26050600
-0.00347286,-0.24048590
-0.00315286,-0.22009950
-0.00283286,-0.20001830
-0.00251286,-0.17969300
-0.00219286,-0.15906250
-0.00187286,-0.13812680
-0.00155286,-0.11725210
-0.00123286,-0.09662160
-0.00091286,-0.07568590
-0.00059286,-0.05481124
-0.00027286,-0.03387555
0.00004714,-0.01293985
0.00036714,0.00787378
0.00068714,0.02880947
0.00100714,0.04974517
0.00132714,0.07037568
0.00164714,0.09125035
0.00196714,0.11188090
0.00228714,0.13281660
0.00260714,0.15344710
0.00292714,0.17407760
0.00324714,0.19470810
0.00356714,0.21533860
0.00388714,0.23566390
0.00420714,0.25605030
0.00452714,0.27607040
0.00484714,0.29615160
0.00516714,0.31623280
0.00548714,0.33600880
0.00580714,0.35578480
0.00612714,0.37501140
0.00644714,0.39423810
0.00676714,0.41346480
0.00708714,0.43238620
0.00740714,0.45100250
0.00772714,0.46967990
0.00804714,0.48835720
0.00836714,0.50642410
0.00868714,0.52424690
0.00900714,0.54176460
0.00932714,0.55897700
0.00964714,0.57625050
0.00996714,0.59291360
0.01028714,0.60927150
0.01060714,0.62538530
0.01092714,0.64149900
0.01124714,0.65730770
0.01156714,0.67256690
0.01188714,0.68758200
0.01220714,0.70229200
0.01252714,0.71639150
0.01284714,0.73055210
0.01316714,0.74410230
0.01348714,0.75740840
0.01380714,0.77040920
0.01412714,0.78310500
0.01444714,0.79555650
0.01476714,0.80739770
0.01508714,0.81899470
0.01540714,0.83028660
0.01572714,0.84102910
0.01604714,0.85177160
0.01636714,0.86165960
0.01668714,0.87130340
0.01700714,0.88058110
0.01732714,0.88906520
0.01764714,0.89730520
0.01796714,0.90517900
0.01828714,0.91256450
0.01860714,0.91958370
0.01892714,0.92641990
0.01924714,0.93234040
0.01956714,0.93795590
0.01988714,0.94332710
0.02020714,0.94845430
0.02052714,0.95297100
0.02084714,0.95718250
0.02116714,0.96084480
0.02148714,0.96426280
0.02180714,0.96682640
0.02212714,0.96908470
0.02244714,0.97103790
0.02276714,0.97219770
0.02308714,0.97305210
0.02340714,0.97360150
0.02372714,0.97360150
0.02404714,0.97305210
0.02436714,0.97219770
0.02468714,0.97073270
0.02500714,0.96877960
0.02532714,0.96652120
0.02564714,0.96371350
0.02596714,0.96029540
0.02628714,0.95632800
0.02660714,0.95236060
0.02692714,0.94784380
0.02724714,0.94247260
0.02756714,0.93685720
0.02788714,0.93093660
0.02820714,0.92440560
0.02852714,0.91732540
0.02884714,0.91000090
0.02916714,0.90237130
0.02948714,0.89443650
0.02980714,0.88570820
0.03012714,0.87667470
0.03044714,0.86703090
0.03076714,0.85714290
0.03108714,0.84694970
0.03140714,0.83620720
0.03172714,0.82491530
0.03204714,0.81331830
0.03236714,0.80147710
0.03268714,0.78957490
0.03300714,0.77718440
0.03332714,0.76418350
0.03364714,0.75118260
0.03396714,0.73757140
0.03428714,0.72377700
0.03460714,0.70961640
0.03492714,0.69521160
0.03524714,0.68050170
0.03556714,0.66524250
0.03588714,0.64998320
0.03620714,0.63417460
0.03652714,0.61806080
0.03684714,0.60194710
0.03716714,0.58552810
0.03748714,0.56886500
0.03780714,0.55220190
