Frequency,Channel A,Channel B
(ms),(mV),(mV)

-44.74169764,-271.08070000,-90.01739000
-44.72121764,-271.64520000,-90.01739000
-44.70073764,-272.22510000,-90.46906000
-44.68025764,-272.22510000,-90.92074000
-44.65977764,-272.22510000,-91.82409000
-44.63929764,-272.78970000,-92.50770000
-44.61881764,-272.78970000,-92.95937000
-44.59833764,-272.78970000,-93.18521000
-44.57785764,-273.36950000,-93.63689000
-44.55737764,-273.36950000,-93.86272000
-44.53689764,-273.93410000,-94.31440000
-44.51641764,-273.93410000,-94.08856000
-44.49593764,-273.93410000,-93.41105000
-44.47545764,-273.93410000,-93.41105000
-44.45497764,-273.93410000,-93.18521000
-44.43449764,-273.93410000,-93.18521000
-44.41401764,-274.49870000,-93.63689000
-44.39353764,-274.49870000,-94.08856000
-44.37305764,-273.93410000,-94.08856000
-44.35257764,-274.49870000,-94.76608000
-44.33209764,-274.49870000,-95.44968000
-44.31161764,-275.06330000,-95.44968000
-44.29113764,-276.77230000,-96.12720000
-44.27065765,-277.33690000,-96.12720000
-44.25017765,-276.77230000,-96.12720000
-44.22969765,-277.33690000,-96.35303000
-44.20921765,-277.91680000,-96.12720000
-44.18873765,-277.91680000,-96.35303000
-44.16825765,-278.48140000,-96.35303000
-44.14777765,-278.48140000,-96.35303000
-44.12729765,-277.33690000,-96.35303000
-44.10681765,-277.33690000,-96.80471000
-44.08633765,-277.33690000,-97.03055000
-44.06585765,-277.33690000,-97.03055000
-44.04537765,-276.77230000,-97.48832000
-44.02489765,-276.77230000,-97.48832000
-44.00441765,-276.77230000,-97.71416000
-43.98393765,-275.62790000,-97.25638000
-43.96345765,-275.06330000,-97.48222000
-43.94297765,-274.49870000,-97.70805000
-43.92249765,-275.06330000,-97.70805000
-43.90201765,-275.06330000,-97.48222000
-43.88153765,-275.62790000,-97.48222000
-43.86105765,-275.62790000,-97.48222000
-43.84057765,-275.06330000,-97.25638000
-43.82009765,-276.20780000,-97.70805000
-43.79961765,-277.33690000,-97.94000000
-43.77913765,-277.91680000,-97.71416000
-43.75865765,-277.33690000,-97.94000000
-43.73817765,-276.77230000,-98.39167000
-43.71769765,-276.77230000,-98.39167000
-43.69721765,-276.20780000,-98.39167000
-43.67673765,-276.20780000,-98.61751000
-43.65625765,-275.64320000,-98.61751000
-43.63577765,-274.49870000,-98.16583000
-43.61529765,-274.49870000,-98.61751000
-43.59481765,-274.49870000,-98.61751000
-43.57433765,-274.49870000,-98.84335000
-43.55385765,-273.93410000,-99.06918000
-43.53337765,-273.93410000,-99.06918000
-43.51289765,-273.93410000,-99.06918000
-43.49241765,-273.93410000,-99.06918000
-43.47193765,-273.93410000,-99.06918000
-43.45145765,-272.22510000,-98.16583000
-43.43097765,-272.22510000,-97.94000000
-43.41049765,-271.66050000,-97.94000000
-43.39001765,-271.66050000,-97.94000000
-43.36953765,-271.08070000,-98.16583000
-43.34905765,-271.08070000,-98.16583000
-43.32857765,-270.51610000,-98.61751000
-43.30809765,-269.93620000,-98.39167000
-43.28761765,-270.51610000,-98.84335000
-43.26713765,-269.93620000,-98.84335000
-43.24665765,-269.37160000,-98.39167000
-43.22617765,-268.22720000,-98.16583000
-43.20569765,-268.22720000,-98.16583000
-43.18521765,-267.09800000,-97.94000000
-43.16473765,-266.53340000,-97.94000000
-43.14425765,-265.95350000,-98.39167000
-43.12377765,-265.38890000,-98.39167000
-43.10329765,-264.24450000,-98.39167000
-43.08281765,-263.67990000,-98.39167000
-43.06233765,-263.67990000,-99.06918000
-43.04185765,-262.53550000,-99.06918000
-43.02137765,-261.40630000,-99.06918000
-43.00089765,-260.26180000,-98.61751000
-42.98041765,-259.13260000,-98.39167000
-42.95993765,-257.98820000,-98.16583000
-42.93945765,-257.42360000,-97.94000000
-42.91897765,-256.27910000,-97.94000000
-42.89849765,-254.57010000,-97.03664000
-42.87801765,-253.42570000,-96.57887000
-42.85753765,-252.86110000,-96.57887000
-42.83705765,-251.71670000,-96.57887000
-42.81657765,-250.58750000,-96.57887000
-42.79609765,-249.44300000,-96.57887000
-42.77561765,-248.31380000,-96.35303000
-42.75513765,-247.73400000,-95.90136000
-42.73465765,-246.60480000,-95.67552000
-42.71417765,-245.46040000,-95.44968000
-42.69369765,-244.31590000,-95.22385000
-42.67321765,-243.18670000,-95.22385000
-42.65273765,-242.04230000,-94.76608000
-42.63225765,-240.91310000,-94.99801000
-42.61177766,-239.20410000,-95.22385000
-42.59129766,-237.49500000,-95.22385000
-42.57081766,-236.35060000,-94.99801000
-42.55033766,-235.22140000,-94.76608000
-42.52985766,-233.51240000,-94.54023000
-42.50937766,-231.80330000,-94.08856000
-42.48889766,-230.09430000,-94.08856000
-42.46841766,-228.96510000,-94.08856000
-42.44793766,-227.82070000,-93.41105000
-42.42745766,-226.67620000,-93.18521000
-42.40697766,-224.96720000,-92.72743000
-42.38649766,-223.25810000,-92.50159000
-42.36601766,-222.12900000,-92.27576000
-42.34553766,-221.54910000,-91.82409000
-42.32505766,-220.98450000,-91.82409000
-42.30457766,-218.71090000,-90.92074000
-42.28409766,-217.00180000,-90.92074000
-42.26361766,-215.29280000,-91.14658000
-42.24313766,-214.14840000,-91.14658000
-42.22265766,-212.43930000,-91.14658000
-42.20217766,-210.73030000,-90.69490000
-42.18169766,-209.02130000,-90.69490000
-42.16121766,-206.74760000,-90.24323000
-42.14073766,-205.61840000,-90.69490000
-42.12025766,-203.90940000,-90.24323000
-42.09977766,-202.20040000,-89.78545000
-42.07929766,-199.92670000,-89.78545000
-42.05881766,-198.78230000,-89.33378000
-42.03833766,-197.07330000,-89.55962000
-42.01785766,-194.79960000,-89.10794000
-41.99737766,-193.09060000,-88.43043000
-41.97689766,-190.81700000,-87.29514000
-41.95641766,-189.10790000,-86.84346000
-41.93593766,-186.83430000,-86.39179000
-41.91545766,-185.12530000,-85.94012000
-41.89497766,-182.27180000,-85.70818000
-41.87449766,-179.99820000,-85.25651000
-41.85401766,-178.28910000,-85.25651000
-41.83353766,-176.58010000,-85.48234000
-41.81305766,-175.45090000,-85.70818000
-41.79257766,-173.74190000,-85.70818000
-41.77209766,-172.03280000,-84.12732000
-41.75161766,-170.32380000,-83.67564000
-41.73113766,-169.17930000,-83.22397000
-41.71065766,-167.47030000,-82.99203000
-41.69017766,-165.77650000,-82.54036000
-41.66969766,-164.06750000,-82.08868000
-41.64921766,-161.77860000,-81.41117000
-41.62873766,-160.08480000,-81.18533000
-41.60825766,-158.37580000,-82.08868000
-41.58777766,-156.08690000,-81.86285000
-41.56729766,-153.81330000,-81.63701000
-41.54681766,-152.10420000,-80.95950000
-41.52633766,-150.39520000,-80.27588000
-41.50585766,-148.12160000,-79.82421000
-41.48537766,-145.84790000,-79.14670000
-41.46489766,-143.55910000,-78.92086000
-41.44441766,-141.85000000,-78.92086000
-41.42393766,-140.15630000,-78.46919000
-41.40345766,-138.44720000,-78.23724000
-41.38297766,-136.17360000,-78.01141000
-41.36249766,-133.88470000,-77.78558000
-41.34201766,-132.19090000,-77.55974000
-41.32153766,-131.04650000,-77.55974000
-41.30105766,-128.77280000,-76.65639000
-41.28057766,-126.49920000,-76.20471000
-41.26009766,-124.79020000,-75.74693000
-41.23961766,-122.51650000,-75.29527000
-41.21913766,-120.80750000,-74.39191000
-41.19865766,-119.09850000,-73.94025000
-41.17817766,-116.80960000,-73.25663000
-41.15769766,-114.53600000,-73.25663000
-41.13721766,-113.40680000,-72.80495000
-41.11673766,-111.11790000,-72.12744000
-41.09625766,-108.84430000,-71.90161000
-41.07577766,-107.13520000,-70.99215000
-41.05529766,-105.42620000,-70.76632000
-41.03481766,-103.15260000,-70.76632000
-41.01433766,-101.44350000,-70.54047000
-40.99385766,-99.16989000,-69.63713000
-40.97337767,-96.89626000,-69.63713000
-40.95289767,-95.75182000,-68.95962000
-40.93241767,-94.04278000,-66.46931000
-40.91193767,-91.76915000,-66.46931000
-40.89145767,-89.49553000,-66.24348000
-40.87097767,-87.20663000,-65.78570000
-40.85049767,-84.93301000,-65.33402000
-40.83001767,-83.22397000,-64.88235000
-40.80953767,-80.95035000,-64.20484000
-40.78905767,-78.67671000,-64.20484000
-40.76857767,-76.96767000,-65.78570000
-40.74809767,-75.25864000,-65.78570000
-40.72761767,-72.98501000,-65.55986000
-40.70713767,-71.27598000,-64.65652000
-40.68665767,-69.00235000,-63.97900000
-40.66617767,-66.71346000,-63.52733000
-40.64569767,-64.43983000,-63.29538000
-40.62521767,-62.16620000,-62.61787000
-40.60473767,-59.32798000,-62.16620000
-40.58425767,-57.61894000,-61.26285000
-40.56377767,-55.90990000,-60.57924000
-40.54329767,-53.63628000,-60.35340000
-40.52281767,-51.92724000,-60.12756000
-40.50233767,-50.21820000,-59.90173000
-40.48185767,-47.94458000,-58.99838000
-40.46137767,-45.65569000,-58.54060000
-40.44089767,-43.96191000,-57.63726000
-40.42041767,-41.67302000,-56.95974000
-40.39993767,-39.96399000,-56.73391000
-40.37945767,-38.25495000,-56.27613000
-40.35897767,-35.98132000,-55.59862000
-40.33849767,-33.70769000,-54.92110000
-40.31801767,-32.56325000,-54.46943000
-40.29753767,-30.28962000,-54.01776000
-40.27705767,-28.01599000,-54.01776000
-40.25657767,-25.74236000,-53.33414000
-40.23609767,-23.45347000,-52.43080000
-40.21561767,-21.17984000,-52.20496000
-40.19513767,-18.90622000,-51.52745000
-40.17465767,-16.63259000,-51.06967000
-40.15417767,-14.34370000,-50.39216000
-40.13369767,-12.64992000,-49.71465000
-40.11321767,-10.36103000,-49.25687000
-40.09273767,-9.23184900,-48.35352000
-40.07225767,-7.52281200,-47.90185000
-40.05177767,-5.24918300,-46.99850000
-40.03129767,-3.54014700,-46.77267000
-40.01081767,-1.25125900,-46.31489000
-39.99033767,0.44251840,-45.86321000
-39.96985767,2.15155500,-45.18570000
-39.94937767,3.28074000,-44.28236000
-39.92889767,6.13422000,-44.73403000
-39.90841767,7.84325600,-44.28236000
-39.88793767,9.55229300,-44.05042000
-39.86745767,11.24607000,-43.59874000
-39.84697767,12.39051000,-42.69539000
-39.82649767,14.66414000,-42.24372000
-39.80601767,15.80859000,-42.01788000
-39.78553767,18.08221000,-41.78594000
-39.76505767,19.77599000,-41.33427000
-39.74457767,22.04962000,-40.88259000
-39.72409767,23.19407000,-40.20508000
-39.70361767,24.90310000,-39.29563000
-39.68313767,27.17673000,-39.06979000
-39.66265767,28.88577000,-38.84396000
-39.64217767,31.15940000,-38.16645000
-39.62169767,32.86843000,-37.48893000
-39.60121767,34.57747000,-36.12781000
-39.58073767,36.28650000,-35.45030000
-39.56025767,37.41569000,-34.54085000
-39.53977767,39.12473000,-34.08917000
-39.51929767,40.83376000,-33.63750000
-39.49881767,43.12265000,-32.95999000
-39.47833767,45.39628000,-32.50832000
-39.45785767,47.10532000,-31.82470000
-39.43737767,49.37895000,-31.37303000
-39.41689767,51.65257000,-30.69551000
-39.39641767,54.49080000,-30.46968000
-39.37593767,56.77968000,-30.01800000
-39.35545767,59.05331000,-29.33439000
-39.33497768,60.18250000,-28.65688000
-39.31449768,61.89153000,-27.75353000
-39.29401768,63.60057000,-27.29575000
-39.27353768,64.74501000,-26.84408000
-39.25305768,67.58324000,-25.94073000
-39.23257768,69.29227000,-25.26322000
-39.21209768,71.00131000,-24.35377000
-39.19161768,72.71034000,-23.45042000
-39.17113768,74.41938000,-22.77291000
-39.15065768,76.12842000,-22.54097000
-39.13017768,77.83746000,-21.86346000
-39.10969768,79.54649000,-21.41179000
-39.08921768,80.11108000,-20.96011000
-39.06873768,82.39997000,-20.05066000
-39.04825768,84.10901000,-19.59899000
-39.02777768,85.23819000,-18.69564000
-39.00729768,86.94723000,-17.79229000
-38.98681768,88.65627000,-16.88284000
-38.96633768,90.36530000,-16.43117000
-38.94585768,92.63892000,-15.97949000
-38.92537768,93.78337000,-15.97949000
-38.90489768,94.91256000,-15.30198000
-38.88441768,96.05700000,-14.84420000
-38.86393768,97.76604000,-14.84420000
-38.84345768,99.47507000,-14.39253000
-38.82297768,101.16880000,-13.94085000
-38.80249768,102.87790000,-13.03751000
-38.78201768,104.02230000,-11.67638000
-38.76153768,106.29600000,-10.77303000
-38.74105768,108.00500000,-10.08942000
-38.72057768,109.71400000,-9.41190800
-38.70009768,110.27860000,-8.96023500
-38.67961768,111.98770000,-8.50856000
-38.65913768,113.13210000,-7.82494600
-38.63865768,114.84110000,-6.92159800
-38.61817768,116.55020000,-6.46992300
-38.59769768,117.69460000,-5.56657600
-38.57721768,119.38840000,-5.33463500
-38.55673768,121.09740000,-4.65712500
-38.53625768,123.38630000,-3.97961300
-38.51577768,124.51550000,-3.52794000
-38.49529768,126.22460000,-2.84432500
-38.47481768,127.36900000,-2.61848800
-38.45433768,128.49820000,-1.94097700
-38.43385768,130.20720000,-1.48930300
-38.41337768,129.06280000,-2.16681400
-38.39289768,130.77180000,-1.26346600
-38.37241768,132.48080000,-0.35401470
-38.35193768,134.18990000,0.54322940
-38.33145768,135.33430000,1.22074000
-38.31097768,136.46350000,1.90435500
-38.29049768,138.17250000,2.13019200
-38.27001768,139.31700000,2.58186600
-38.24953768,142.73510000,5.07217600
-38.22905768,143.29970000,5.52385000
-38.20857768,144.44410000,6.20136100
-38.18809768,146.15310000,7.10470900
-38.16761768,147.28230000,7.56248700
-38.14713768,148.99130000,8.23999700
-38.12665768,150.13580000,9.14334600
-38.10617768,151.28020000,9.82085500
-38.08569768,152.40940000,10.50447000
-38.06521768,154.11850000,10.95614000
-38.04473768,155.82750000,11.40782000
-38.02425768,156.39210000,11.85949000
-38.00377768,158.10110000,12.54311000
-37.98329768,159.81020000,13.22062000
-37.96281768,160.95460000,13.89813000
-37.94233768,162.08380000,14.57564000
-37.92185768,163.22820000,14.57564000
-37.90137768,164.37270000,15.25925000
-37.88089768,164.93730000,16.16260000
-37.86041768,166.64630000,16.38844000
-37.83993768,167.21090000,17.06595000
-37.81945768,167.21090000,17.74956000
-37.79897768,168.91990000,17.97540000
-37.77849768,170.04910000,18.42707000
-37.75801768,171.75820000,19.56236000
-37.73753768,172.90260000,20.46571000
-37.71705768,173.46720000,20.69155000
-37.69657768,174.04700000,21.36906000
-37.67609769,175.74080000,21.82073000
-37.65561769,177.44990000,22.27851000
-37.63513769,178.02970000,23.18186000
-37.61465769,179.15890000,24.08521000
-37.59417769,179.72350000,24.76882000
-37.57369769,180.30330000,24.99466000
-37.55321769,182.01240000,25.67217000
-37.53273769,183.14160000,26.12384000
-37.51225769,184.28600000,26.80746000
-37.49177769,185.43050000,27.03329000
-37.47129769,186.55960000,27.71080000
-37.45081769,187.70410000,28.61415000
-37.43033769,188.83330000,28.61415000
-37.40985769,190.54230000,29.52361000
-37.38937769,191.68680000,30.42695000
-37.36889769,192.83120000,30.87863000
-37.34841769,192.83120000,31.56224000
-37.32793769,193.96040000,32.69143000
-37.30745769,195.10480000,32.91726000
-37.28697769,196.24930000,32.91726000
-37.26649769,197.37840000,33.82061000
-37.24601769,197.94300000,34.27839000
-37.22553769,198.52290000,34.95590000
-37.20505769,199.65210000,36.08509000
-37.18457769,201.36110000,36.76870000
-37.16409769,202.50560000,37.44621000
-37.14361769,202.50560000,38.12372000
-37.12313769,203.63470000,39.03317000
-37.10265769,204.21460000,39.71068000
-37.08217769,205.34380000,40.16236000
-37.06169769,206.48820000,40.38820000
-37.04121769,207.61740000,40.61403000
-37.02073769,208.76190000,41.29765000
-37.00025769,208.76190000,41.74932000
-36.97977769,210.47090000,42.65267000
-36.95929769,211.03550000,43.55602000
-36.93881769,213.30910000,44.46547000
-36.91833769,213.88900000,45.14297000
-36.89785769,215.01810000,46.04633000
-36.87737769,215.59800000,46.95578000
-36.85689769,216.16260000,47.40745000
-36.83641769,217.30700000,47.85913000
-36.81593769,217.87160000,48.31080000
-36.79545769,218.43620000,48.53664000
-36.77497769,218.43620000,48.99441000
-36.75449769,219.58070000,49.67192000
-36.73401769,220.72510000,50.12360000
-36.71353769,221.85430000,50.80111000
-36.69305769,222.43410000,51.25278000
-36.67257769,222.99870000,51.93640000
-36.65209769,223.56330000,52.16224000
-36.63161769,224.12790000,52.38807000
-36.61113769,224.70780000,52.61391000
-36.59065769,225.27240000,53.29142000
-36.57017769,225.27240000,54.20087000
-36.54969769,225.27240000,54.87838000
-36.52921769,225.83700000,55.55589000
-36.50873769,226.41680000,55.78173000
-36.48825769,226.98140000,56.23951000
-36.46777769,228.12580000,56.69118000
-36.44729769,228.69040000,57.14285000
-36.42681769,229.25500000,57.59453000
-36.40633769,230.39950000,57.82037000
-36.38585769,231.54390000,58.27814000
-36.36537769,232.10850000,58.95565000
-36.34489769,233.23770000,59.85900000
-36.32441769,234.94670000,60.76845000
-36.30393769,236.09120000,61.44596000
-36.28345769,236.65580000,62.12347000
-36.26297769,237.23560000,62.57515000
-36.24249769,237.23560000,62.80098000
-36.22201769,237.80020000,63.25876000
-36.20153769,239.50930000,63.48460000
-36.18105769,240.07390000,63.93628000
-36.16057769,240.07390000,64.83962000
-36.14009769,240.07390000,65.29130000
-36.11961769,240.07390000,65.97491000
