Frequency,Channel A,Channel B
(ms),(mV),(mV)

-39.17529137,47.10532000,6.29291600
-39.15481137,47.66991000,6.63472400
-39.13433137,48.23450000,7.20542000
-39.11385138,49.37895000,7.66014500
-39.09337138,50.52339000,7.77306400
-39.07289138,51.65257000,7.88598300
-39.05241138,52.23243000,7.99890100
-39.03193138,53.36161000,7.77306400
-39.01145138,54.50606000,8.22779000
-38.99097138,55.63524000,8.11487100
-38.97049138,56.77968000,8.22779000
-38.95001138,57.90887000,8.45667800
-38.92953138,59.61790000,8.56959600
-38.90905138,60.76235000,8.91140500
-38.88857138,62.47139000,9.25321200
-38.86809138,63.60057000,9.59501900
-38.84761138,65.30961000,9.59501900
-38.82713138,67.01865000,10.16266000
-38.80665138,68.72768000,10.27558000
-38.78617138,69.87212000,10.61739000
-38.76569138,71.00131000,10.95920000
-38.74521138,72.14575000,10.95920000
-38.72473138,73.29019000,11.63976000
-38.70425138,73.85479000,11.86865000
-38.68377138,74.41938000,12.32337000
-38.66329138,75.56383000,12.77810000
-38.64281138,76.70827000,12.89102000
-38.62233138,77.83746000,13.23283000
-38.60185138,78.41730000,13.68755000
-38.58137138,79.54649000,13.68755000
-38.56089138,80.69094000,13.80352000
-38.54041138,82.96456000,13.80352000
-38.51993138,84.67360000,14.25825000
-38.49945138,85.81805000,14.71297000
-38.47897138,86.94723000,15.16770000
-38.45849138,88.09167000,15.39659000
-38.43801138,89.23612000,15.28062000
-38.41753138,90.92989000,15.73839000
-38.39705138,91.50974000,15.62242000
-38.37657138,92.07433000,16.07715000
-38.35609138,92.07433000,16.19312000
-38.33561138,92.63892000,16.19312000
-38.31513138,93.78337000,16.64785000
-38.29465138,94.91256000,16.64785000
-38.27417138,96.05700000,17.33146000
-38.25369138,96.62160000,17.78619000
-38.23321138,98.33064000,18.01202000
-38.21273138,99.47507000,18.01202000
-38.19225138,101.74870000,18.24091000
-38.17177138,103.45770000,18.46980000
-38.15129138,104.58690000,18.58272000
-38.13081138,105.73140000,19.03745000
-38.11033138,106.86060000,19.15036000
-38.08985138,108.56960000,19.26633000
-38.06937138,109.14940000,19.94690000
-38.04889138,109.71400000,20.40162000
-38.02841138,109.71400000,20.97232000
-38.00793138,110.85850000,21.08524000
-37.98745138,111.42310000,20.97232000
-37.96697138,112.56750000,20.97232000
-37.94649138,113.69670000,20.85635000
-37.92601138,114.84110000,21.53996000
-37.90553138,116.55020000,21.99469000
-37.88505138,118.25920000,22.22358000
-37.86457138,119.38840000,22.33650000
-37.84409138,119.96830000,22.67830000
-37.82361138,121.67730000,23.24595000
-37.80313138,122.80650000,23.70372000
-37.78265138,123.38630000,24.38429000
-37.76217138,123.95090000,24.27137000
-37.74169138,124.51550000,24.15845000
-37.72121138,125.08010000,24.38429000
-37.70073138,126.78910000,24.61318000
-37.68025138,127.93360000,24.95498000
-37.65977138,128.49820000,25.06790000
-37.63929138,129.06280000,25.52263000
-37.61881138,130.77180000,25.63555000
-37.59833138,131.91620000,25.86444000
-37.57785138,133.04540000,25.97735000
-37.55737138,134.75450000,26.31916000
-37.53689138,135.89890000,26.43208000
-37.51641138,137.04340000,26.54500000
-37.49593138,138.17250000,26.77389000
-37.47545139,139.31700000,26.77389000
-37.45497139,140.44620000,27.22861000
-37.43449139,141.59060000,27.45750000
-37.41401139,142.73510000,27.68334000
-37.39353139,143.29970000,27.91223000
-37.37305139,144.44410000,27.91223000
-37.35257139,145.00870000,28.02515000
-37.33209139,146.15310000,28.36695000
-37.31161139,147.28230000,28.47987000
-37.29113139,147.86220000,28.47987000
-37.27065139,148.99130000,28.47987000
-37.25017139,149.55590000,28.82168000
-37.22969139,150.70040000,28.93460000
-37.20921139,151.26500000,29.27641000
-37.18873139,152.40940000,29.38932000
-37.16825139,152.97400000,29.50529000
-37.14777139,153.55390000,30.07294000
-37.12729139,154.11850000,29.84405000
-37.10681139,154.11850000,30.30183000
-37.08633139,155.26290000,30.18586000
-37.06585139,155.82750000,30.41475000
-37.04537139,156.39210000,30.86947000
-37.02489139,157.53650000,31.21128000
-37.00441139,158.10110000,31.55308000
-36.98393139,159.24560000,31.55308000
-36.96345139,160.37480000,31.77892000
-36.94297139,161.51920000,31.89489000
-36.92249139,162.08380000,32.12073000
-36.90201139,163.22820000,32.12073000
-36.88153139,164.37270000,32.12073000
-36.86105139,164.93730000,32.12073000
-36.84057139,165.50190000,32.34962000
-36.82009139,166.64630000,32.80434000
-36.79961139,167.21090000,33.03323000
-36.77913139,168.35530000,33.14615000
-36.75865139,169.48450000,33.48796000
-36.73817139,170.04910000,33.60088000
-36.71769139,171.19360000,33.37199000
-36.69721139,171.75820000,33.71380000
-36.67673139,172.90260000,33.48796000
-36.65625139,172.90260000,33.48796000
-36.63577139,174.03180000,34.05560000
-36.61529139,174.61160000,34.28449000
-36.59481139,175.17620000,34.62325000
-36.57433139,176.32070000,35.30686000
-36.55385139,176.88530000,35.53575000
-36.53337139,177.44990000,35.53575000
-36.51289139,178.59430000,35.53575000
-36.49241139,179.73880000,35.07797000
-36.47193139,180.30330000,35.07797000
-36.45145139,180.86790000,35.76159000
-36.43097139,181.43250000,36.10339000
-36.41049139,181.43250000,36.10339000
-36.39001139,181.43250000,36.55812000
-36.36953139,182.57700000,36.55812000
-36.34905139,183.14160000,36.78701000
-36.32857139,183.72140000,37.01285000
-36.30809139,184.85060000,37.01285000
