Time,Channel A,Channel B
(ms),(V),(V)

-47.68147832,-2.67021700,5.91540300
-47.66099832,-2.67021700,6.00573700
-47.64051832,-2.71553700,6.00573700
-47.62003832,-2.71553700,6.00573700
-47.59955832,-2.76070400,6.00573700
-47.57907832,-2.76070400,6.00573700
-47.55859832,-2.76070400,6.00573700
-47.53811832,-2.80602400,6.00573700
-47.51763832,-2.80602400,6.00573700
-47.49715832,-2.80602400,6.00573700
-47.47667832,-2.80602400,6.00573700
-47.45619832,-2.89651200,6.00573700
-47.43571832,-2.89651200,6.09576700
-47.41523832,-2.89651200,6.09576700
-47.39475832,-2.94167900,6.09576700
-47.37427832,-2.94167900,6.18610200
-47.35379832,-2.98699900,6.09576700
-47.33331832,-2.98699900,6.18610200
-47.31283832,-2.98699900,6.18610200
-47.29235832,-3.03216600,6.18610200
-47.27187832,-3.03216600,6.18610200
-47.25139832,-3.07748700,6.18610200
-47.23091832,-3.07748700,6.18610200
-47.21043832,-3.07748700,6.18610200
-47.18995832,-3.12280700,6.18610200
-47.16947832,-3.12280700,6.18610200
-47.14899832,-3.12280700,6.18610200
-47.12851832,-3.16797400,6.18610200
-47.10803832,-3.21329400,6.18610200
-47.08755833,-3.21329400,6.18610200
-47.06707833,-3.25846100,6.18610200
-47.04659833,-3.25846100,6.18610200
-47.02611833,-3.25846100,6.18610200
-47.00563833,-3.25846100,6.18610200
-46.98515833,-3.30378100,6.18610200
-46.96467833,-3.30378100,6.09576700
-46.94419833,-3.30378100,6.18610200
-46.92371833,-3.34894900,6.09576700
-46.90323833,-3.34894900,6.09576700
-46.88275833,-3.34894900,6.09576700
-46.86227833,-3.39426900,6.00573700
-46.84179833,-3.39426900,6.00573700
-46.82131833,-3.43958900,6.00573700
-46.80083833,-3.43958900,6.00573700
-46.78035833,-3.43958900,6.00573700
-46.75987833,-3.48475600,6.00573700
-46.73939833,-3.48475600,6.00573700
-46.71891833,-3.48475600,5.91540300
-46.69843833,-3.53007600,6.00573700
-46.67795833,-3.53007600,5.91540300
-46.65747833,-3.53007600,5.91540300
-46.63699833,-3.53007600,5.91540300
-46.61651833,-3.57524300,5.91540300
-46.59603833,-3.57524300,5.82506800
-46.57555833,-3.57524300,5.82506800
-46.55507833,-3.62056300,5.82506800
