Time,Channel A,Channel B
(ms),(V),(V)

-46.53459833,-3.62056300,5.82506800
-46.51411833,-3.66573100,5.82506800
-46.49363833,-3.62056300,5.82506800
-46.47315833,-3.66573100,5.73503800
-46.45267833,-3.66573100,5.64470300
-46.43219833,-3.71105100,5.64470300
-46.41171833,-3.71105100,5.64470300
-46.39123833,-3.71105100,5.64470300
-46.37075833,-3.71105100,5.64470300
-46.35027833,-3.75621800,5.64470300
-46.32979833,-3.75621800,5.64470300
-46.30931833,-3.75621800,5.64470300
-46.28883833,-3.75621800,5.64470300
-46.26835833,-3.80153800,5.64470300
-46.24787833,-3.80153800,5.64470300
-46.22739833,-3.84685800,5.55436800
-46.20691833,-3.80153800,5.55436800
-46.18643833,-3.84685800,5.55436800
-46.16595833,-3.84685800,5.55436800
-46.14547833,-3.89202500,5.46433900
-46.12499833,-3.84685800,5.46433900
-46.10451833,-3.89202500,5.46433900
-46.08403833,-3.89202500,5.46433900
-46.06355833,-3.89202500,5.46433900
-46.04307833,-3.89202500,5.46433900
-46.02259833,-3.89202500,5.46433900
-46.00211833,-3.93734600,5.46433900
-45.98163833,-3.93734600,5.37400400
-45.96115833,-3.93734600,5.37400400
-45.94067833,-3.93734600,5.37400400
-45.92019833,-3.98251300,5.37400400
-45.89971833,-3.98251300,5.37400400
-45.87923833,-3.98251300,5.37400400
-45.85875833,-3.98251300,5.28397500
-45.83827833,-3.98251300,5.37400400
-45.81779833,-3.98251300,5.28397500
-45.79731833,-3.98251300,5.28397500
-45.77683833,-4.02783300,5.28397500
-45.75635833,-3.98251300,5.28397500
-45.73587833,-4.02783300,5.28397500
-45.71539833,-4.02783300,5.28397500
-45.69491833,-4.02783300,5.28397500
-45.67443833,-4.07300000,5.28397500
-45.65395833,-4.07300000,5.19364000
-45.63347833,-4.07300000,5.19364000
-45.61299833,-4.07300000,5.19364000
-45.59251833,-4.11832000,5.10330500
-45.57203833,-4.07300000,5.10330500
-45.55155833,-4.11832000,5.10330500
-45.53107833,-4.11832000,5.10330500
-45.51059833,-4.11832000,5.10330500
-45.49011833,-4.11832000,5.10330500
-45.46963833,-4.16364000,5.10330500
-45.44915834,-4.16364000,5.01327600
-45.42867834,-4.16364000,5.01327600
-45.40819834,-4.16364000,5.01327600
-45.38771834,-4.16364000,4.92294100
-45.36723834,-4.16364000,4.92294100
-45.34675834,-4.16364000,4.92294100
-45.32627834,-4.16364000,4.92294100
-45.30579834,-4.16364000,4.92294100
-45.28531834,-4.20880700,4.92294100
-45.26483834,-4.20880700,4.92294100
-45.24435834,-4.20880700,4.92294100
-45.22387834,-4.20880700,4.83260600
-45.20339834,-4.20880700,4.83260600
-45.18291834,-4.20880700,4.74257700
-45.16243834,-4.20880700,4.74257700
-45.14195834,-4.20880700,4.74257700
-45.12147834,-4.20880700,4.65224200
-45.10099834,-4.20880700,4.65224200
-45.08051834,-4.20880700,4.56221200
-45.06003834,-4.20880700,4.56221200
-45.03955834,-4.20880700,4.56221200
-45.01907834,-4.25412800,4.56221200
-44.99859834,-4.25412800,4.47187700
-44.97811834,-4.25412800,4.47187700
-44.95763834,-4.25412800,4.38154200
-44.93715834,-4.25412800,4.38154200
-44.91667834,-4.25412800,4.29151300
-44.89619834,-4.25412800,4.20117800
-44.87571834,-4.25412800,4.20117800
-44.85523834,-4.25412800,4.20117800
-44.83475834,-4.25412800,4.11084300
-44.81427834,-4.25412800,4.02081300
-44.79379834,-4.25412800,4.02081300
-44.77331834,-4.25412800,3.93047900
-44.75283834,-4.20880700,3.84044900
-44.73235834,-4.25412800,3.84044900
-44.71187834,-4.25412800,3.65978000
-44.69139834,-4.25412800,3.65978000
-44.67091834,-4.25412800,3.65978000
-44.65043834,-4.25412800,3.56975000
-44.62995834,-4.25412800,3.56975000
-44.60947834,-4.20880700,3.47941500
-44.58899834,-4.20880700,3.38908100
-44.56851834,-4.25412800,3.38908100
-44.54803834,-4.20880700,3.29905100
-44.52755834,-4.20880700,3.29905100
-44.50707834,-4.20880700,3.20871600
-44.48659834,-4.20880700,3.11868600
-44.46611834,-4.20880700,3.11868600
-44.44563834,-4.20880700,3.11868600
-44.42515834,-4.16364000,3.02835200
-44.40467834,-4.20880700,2.93801700
-44.38419834,-4.16364000,2.93801700
-44.36371834,-4.16364000,2.93801700
-44.34323834,-4.16364000,2.84798700
-44.32275834,-4.16364000,2.75765300
-44.30227834,-4.16364000,2.75765300
-44.28179834,-4.16364000,2.75765300
-44.26131834,-4.16364000,2.66731800
-44.24083834,-4.16364000,2.66731800
-44.22035834,-4.11832000,2.57728800
-44.19987834,-4.11832000,2.48695300
-44.17939834,-4.11832000,2.48695300
-44.15891834,-4.11832000,2.48695300
-44.13843834,-4.07300000,2.39692400
-44.11795834,-4.11832000,2.39692400
-44.09747834,-4.07300000,2.39692400
-44.07699834,-4.07300000,2.30658900
-44.05651834,-4.07300000,2.30658900
-44.03603834,-4.07300000,2.21625400
-44.01555834,-4.02783300,2.21625400
-43.99507834,-4.02783300,2.21625400
-43.97459834,-4.02783300,2.12622500
-43.95411834,-4.02783300,2.12622500
-43.93363834,-3.98251300,2.12622500
-43.91315834,-3.98251300,2.03589000
-43.89267834,-3.98251300,2.03589000
-43.87219834,-3.98251300,2.03589000
-43.85171834,-3.98251300,2.03589000
-43.83123834,-3.98251300,2.03589000
-43.81075834,-3.93734600,1.94555500
-43.79027835,-3.93734600,1.94555500
-43.76979835,-3.93734600,1.85552500
-43.74931835,-3.89202500,1.85552500
-43.72883835,-3.89202500,1.85552500
-43.70835835,-3.89202500,1.76519100
-43.68787835,-3.89202500,1.85552500
-43.66739835,-3.84685800,1.76519100
-43.64691835,-3.84685800,1.67516100
-43.62643835,-3.84685800,1.67516100
-43.60595835,-3.84685800,1.67516100
-43.58547835,-3.80153800,1.67516100
-43.56499835,-3.80153800,1.58482600
-43.54451835,-3.80153800,1.58482600
-43.52403835,-3.80153800,1.58482600
-43.50355835,-3.80153800,1.49449100
-43.48307835,-3.75621800,1.49449100
-43.46259835,-3.75621800,1.49449100
-43.44211835,-3.75621800,1.49449100
-43.42163835,-3.75621800,1.40446200
-43.40115835,-3.75621800,1.31412700
-43.38067835,-3.71105100,1.31412700
-43.36019835,-3.71105100,1.31412700
-43.33971835,-3.66573100,1.31412700
-43.31923835,-3.66573100,1.22379200
-43.29875835,-3.66573100,1.13376300
-43.27827835,-3.62056300,1.13376300
-43.25779835,-3.62056300,1.13376300
-43.23731835,-3.62056300,1.04342800
-43.21683835,-3.62056300,1.04342800
-43.19635835,-3.62056300,0.95339820
-43.17587835,-3.57524300,0.95339820
-43.15539835,-3.57524300,0.86306350
-43.13491835,-3.53007600,0.77272870
-43.11443835,-3.53007600,0.77272870
-43.09395835,-3.53007600,0.77272870
-43.07347835,-3.53007600,0.68269910
-43.05299835,-3.48475600,0.59236430
-43.03251835,-3.48475600,0.59236430
-43.01203835,-3.43958900,0.59236430
-42.99155835,-3.43958900,0.59236430
-42.97107835,-3.43958900,0.50202950
-42.95059835,-3.43958900,0.41199990
-42.93011835,-3.39426900,0.32166510
-42.90963835,-3.39426900,0.41199990
-42.88915835,-3.39426900,0.41199990
-42.86867835,-3.34894900,0.23163550
-42.84819835,-3.34894900,0.23163550
-42.82771835,-3.30378100,0.23163550
-42.80723835,-3.30378100,0.23163550
-42.78675835,-3.30378100,0.23163550
-42.76627835,-3.25846100,0.14160590
-42.74579835,-3.25846100,0.14160590
-42.72531835,-3.25846100,0.14160590
-42.70483835,-3.21329400,0.05127110
-42.68435835,-3.21329400,0.14160590
-42.66387835,-3.16797400,0.05127110
-42.64339835,-3.16797400,0.05127110
-42.62291835,-3.16797400,-0.03875851
-42.60243835,-3.12280700,-0.03875851
-42.58195835,-3.12280700,-0.12909330
-42.56147835,-3.12280700,-0.12909330
-42.54099835,-3.07748700,-0.12909330
-42.52051835,-3.07748700,-0.12909330
-42.50003835,-3.03216600,-0.12909330
-42.47955835,-3.03216600,-0.21942810
-42.45907835,-3.03216600,-0.30945770
-42.43859835,-2.98699900,-0.30945770
-42.41811835,-2.98699900,-0.30945770
-42.39763835,-2.94167900,-0.39979250
-42.37715835,-2.94167900,-0.49012730
-42.35667835,-2.94167900,-0.49012730
-42.33619835,-2.89651200,-0.49012730
-42.31571835,-2.89651200,-0.58015690
-42.29523835,-2.89651200,-0.67049160
-42.27475835,-2.85119200,-0.67049160
-42.25427835,-2.80602400,-0.76052120
-42.23379835,-2.80602400,-0.76052120
-42.21331835,-2.80602400,-0.85085610
-42.19283835,-2.76070400,-0.94119080
-42.17235835,-2.76070400,-0.94119080
-42.15187836,-2.71553700,-1.03122000
-42.13139836,-2.71553700,-1.03122000
-42.11091836,-2.71553700,-1.12155500
-42.09043836,-2.67021700,-1.12155500
-42.06995836,-2.67021700,-1.21189000
-42.04947836,-2.62489700,-1.21189000
-42.02899836,-2.62489700,-1.30192000
-42.00851836,-2.57973000,-1.39225400
-41.98803836,-2.53441000,-1.39225400
-41.96755836,-2.53441000,-1.48228400
-41.94707836,-2.53441000,-1.48228400
-41.92659836,-2.53441000,-1.57261900
-41.90611836,-2.48924200,-1.57261900
-41.88563836,-2.44392200,-1.66295400
-41.86515836,-2.44392200,-1.66295400
-41.84467836,-2.39875500,-1.75298300
-41.82419836,-2.39875500,-1.75298300
-41.80371836,-2.35343500,-1.84331800
-41.78323836,-2.35343500,-1.93365300
-41.76275836,-2.30811500,-1.93365300
-41.74227836,-2.30811500,-1.93365300
-41.72179836,-2.26294800,-2.02368200
-41.70131836,-2.21762800,-2.02368200
-41.68083836,-2.21762800,-2.11401700
-41.66035836,-2.21762800,-2.11401700
-41.63987836,-2.17246000,-2.11401700
-41.61939836,-2.17246000,-2.20404700
-41.59891836,-2.12714000,-2.29438200
-41.57843836,-2.08197300,-2.29438200
-41.55795836,-2.08197300,-2.29438200
-41.53747836,-2.08197300,-2.29438200
-41.51699836,-2.03665300,-2.38471600
-41.49651836,-1.99148500,-2.47474600
-41.47603836,-1.99148500,-2.47474600
-41.45555836,-1.94616500,-2.47474600
-41.43507836,-1.94616500,-2.56508100
-41.41459836,-1.90084500,-2.65541600
-41.39411836,-1.90084500,-2.65541600
-41.37363836,-1.85567800,-2.65541600
-41.35315836,-1.85567800,-2.65541600
-41.33267836,-1.81035800,-2.74544500
-41.31219836,-1.81035800,-2.74544500
-41.29171836,-1.76519100,-2.83578000
-41.27123836,-1.71987100,-2.83578000
-41.25075836,-1.71987100,-2.92581000
-41.23027836,-1.67470300,-2.92581000
-41.20979836,-1.62938300,-3.01614400
-41.18931836,-1.62938300,-3.01614400
-41.16883836,-1.62938300,-3.01614400
-41.14835836,-1.58406300,-3.10647900
-41.12787836,-1.53889600,-3.19650900
-41.10739836,-1.53889600,-3.19650900
-41.08691836,-1.49357600,-3.28684400
-41.06643836,-1.49357600,-3.28684400
-41.04595836,-1.44840800,-3.37717800
-41.02547836,-1.44840800,-3.37717800
-41.00499836,-1.35792100,-3.46720800
-40.98451836,-1.35792100,-3.46720800
-40.96403836,-1.35792100,-3.46720800
-40.94355836,-1.31260100,-3.55754300
-40.92307836,-1.26743400,-3.55754300
-40.90259836,-1.26743400,-3.55754300
-40.88211836,-1.22211400,-3.64757200
-40.86163836,-1.22211400,-3.73790700
-40.84115836,-1.17679400,-3.73790700
-40.82067836,-1.17679400,-3.73790700
-40.80019836,-1.13162600,-3.82824200
-40.77971836,-1.08630600,-3.82824200
-40.75923836,-1.08630600,-3.82824200
-40.73875836,-1.04113900,-3.91827200
-40.71827836,-0.99581900,-3.91827200
-40.69779836,-0.99581900,-3.91827200
-40.67731836,-0.99581900,-4.00860600
-40.65683836,-0.90533160,-4.09894100
-40.63635836,-0.90533160,-4.09894100
-40.61587836,-0.90533160,-4.09894100
-40.59539836,-0.86001160,-4.09894100
-40.57491836,-0.86001160,-4.09894100
-40.55443836,-0.76952420,-4.18897100
-40.53395836,-0.76952420,-4.27930500
-40.51347837,-0.72435680,-4.18897100
-40.49299837,-0.72435680,-4.27930500
-40.47251837,-0.67903690,-4.27930500
-40.45203837,-0.67903690,-4.27930500
-40.43155837,-0.63386950,-4.27930500
-40.41107837,-0.58854940,-4.36933500
-40.39059837,-0.54338200,-4.36933500
-40.37011837,-0.54338200,-4.45967000
-40.34963837,-0.54338200,-4.45967000
-40.32915837,-0.49806210,-4.45967000
-40.30867837,-0.45274210,-4.45967000
-40.28819837,-0.45274210,-4.55000400
-40.26771837,-0.40757470,-4.64003400
-40.24723837,-0.36225470,-4.55000400
-40.22675837,-0.36225470,-4.64003400
-40.20627837,-0.31708730,-4.64003400
-40.18579837,-0.27176730,-4.64003400
-40.16531837,-0.27176730,-4.64003400
-40.14483837,-0.22659990,-4.73036900
-40.12435837,-0.18127990,-4.73036900
-40.10387837,-0.18127990,-4.73036900
-40.08339837,-0.18127990,-4.82070400
-40.06291837,-0.13596000,-4.82070400
-40.04243837,-0.09079257,-4.82070400
-40.02195837,-0.09079257,-4.82070400
-40.00147837,-0.04547258,-4.91073300
-39.98099837,-0.04547258,-4.91073300
-39.96051837,-0.00030519,-4.91073300
-39.94003837,0.04501480,-5.00106800
-39.91955837,0.09018219,-5.00106800
-39.89907837,0.09018219,-5.00106800
-39.87859837,0.13550220,-5.00106800
-39.85811837,0.18066960,-5.00106800
-39.83763837,0.18066960,-5.00106800
-39.81715837,0.18066960,-5.09109800
-39.79667837,0.22583700,-5.09109800
-39.77619837,0.22583700,-5.09109800
-39.75571837,0.27115700,-5.18143300
-39.73523837,0.31632440,-5.18143300
-39.71475837,0.36164430,-5.18143300
-39.69427837,0.36164430,-5.18143300
-39.67379837,0.36164430,-5.18143300
-39.65331837,0.40681170,-5.27176700
-39.63283837,0.45213170,-5.27176700
-39.61235837,0.45213170,-5.27176700
-39.59187837,0.49729910,-5.27176700
-39.57139837,0.54261910,-5.27176700
-39.55091837,0.54261910,-5.36179700
-39.53043837,0.58793910,-5.36179700
-39.50995837,0.58793910,-5.36179700
-39.48947837,0.63310650,-5.36179700
-39.46899837,0.67842640,-5.36179700
-39.44851837,0.67842640,-5.36179700
-39.42803837,0.72359380,-5.36179700
-39.40755837,0.72359380,-5.36179700
-39.38707837,0.76891390,-5.36179700
-39.36659837,0.81408130,-5.36179700
-39.34611837,0.81408130,-5.36179700
-39.32563837,0.85940120,-5.36179700
-39.30515837,0.85940120,-5.36179700
-39.28467837,0.90472120,-5.36179700
-39.26419837,0.90472120,-5.36179700
-39.24371837,0.94988860,-5.36179700
-39.22323837,0.94988860,-5.36179700
-39.20275837,0.99520860,-5.36179700
-39.18227837,1.04037600,-5.36179700
-39.16179837,1.04037600,-5.36179700
-39.14131837,1.08569600,-5.36179700
-39.12083837,1.08569600,-5.36179700
-39.10035837,1.08569600,-5.36179700
-39.07987837,1.13086300,-5.36179700
-39.05939837,1.17618300,-5.36179700
-39.03891837,1.17618300,-5.36179700
-39.01843837,1.22135100,-5.45213200
-38.99795837,1.26667100,-5.45213200
-38.97747837,1.26667100,-5.45213200
-38.95699837,1.26667100,-5.45213200
-38.93651837,1.31199100,-5.54246700
-38.91603837,1.35715800,-5.54246700
-38.89555837,1.35715800,-5.54246700
-38.87507837,1.40247800,-5.54246700
-38.85459838,1.40247800,-5.63249600
-38.83411838,1.44764600,-5.63249600
-38.81363838,1.44764600,-5.63249600
-38.79315838,1.44764600,-5.72283100
-38.77267838,1.49296500,-5.72283100
-38.75219838,1.53813300,-5.72283100
-38.73171838,1.53813300,-5.72283100
-38.71123838,1.58345300,-5.72283100
-38.69075838,1.58345300,-5.81286000
-38.67027838,1.58345300,-5.81286000
-38.64979838,1.62877300,-5.81286000
-38.62931838,1.67394000,-5.90319500
-38.60883838,1.67394000,-5.90319500
-38.58835838,1.71926000,-5.90319500
-38.56787838,1.76442800,-5.90319500
-38.54739838,1.76442800,-5.90319500
-38.52691838,1.80974800,-5.90319500
-38.50643838,1.80974800,-5.90319500
-38.48595838,1.80974800,-5.90319500
-38.46547838,1.80974800,-5.99353000
-38.44499838,1.90023500,-5.99353000
-38.42451838,1.90023500,-5.99353000
-38.40403838,1.94540200,-5.90319500
-38.38355838,1.94540200,-5.99353000
-38.36307838,1.99072200,-5.99353000
-38.34259838,1.99072200,-5.99353000
-38.32211838,2.03604200,-5.99353000
-38.30163838,2.03604200,-5.90319500
-38.28115838,2.08121000,-5.99353000
-38.26067838,2.08121000,-5.90319500
-38.24019838,2.12653000,-5.90319500
-38.21971838,2.12653000,-5.90319500
-38.19923838,2.17169700,-5.90319500
-38.17875838,2.17169700,-5.90319500
-38.15827838,2.17169700,-5.90319500
-38.13779838,2.21701700,-5.90319500
-38.11731838,2.26218500,-5.90319500
-38.09683838,2.26218500,-5.90319500
-38.07635838,2.30750400,-5.90319500
-38.05587838,2.30750400,-5.90319500
-38.03539838,2.30750400,-5.90319500
-38.01491838,2.30750400,-5.90319500
-37.99443838,2.35282400,-5.90319500
-37.97395838,2.35282400,-5.90319500
-37.95347838,2.39799200,-5.90319500
-37.93299838,2.44331200,-5.90319500
-37.91251838,2.44331200,-5.90319500
-37.89203838,2.44331200,-5.90319500
-37.87155838,2.48847900,-5.90319500
-37.85107838,2.53379900,-5.90319500
-37.83059838,2.53379900,-5.90319500
-37.81011838,2.53379900,-5.90319500
-37.78963838,2.53379900,-5.90319500
-37.76915838,2.57896700,-5.90319500
-37.74867838,2.62428700,-5.90319500
-37.72819838,2.62428700,-5.99353000
-37.70771838,2.62428700,-5.90319500
-37.68723838,2.66945400,-5.99353000
-37.66675838,2.66945400,-5.99353000
-37.64627838,2.71477400,-5.99353000
-37.62579838,2.71477400,-5.99353000
-37.60531838,2.71477400,-5.99353000
-37.58483838,2.76009400,-5.99353000
-37.56435838,2.76009400,-5.99353000
-37.54387838,2.80526100,-5.99353000
-37.52339838,2.80526100,-5.99353000
-37.50291838,2.85058100,-6.08356000
-37.48243838,2.85058100,-6.08356000
-37.46195838,2.89574900,-6.08356000
-37.44147838,2.89574900,-6.08356000
-37.42099838,2.89574900,-6.08356000
-37.40051838,2.94106900,-6.08356000
-37.38003838,2.94106900,-6.08356000
-37.35955838,2.98623600,-6.17389400
-37.33907838,2.98623600,-6.17389400
-37.31859838,2.98623600,-6.17389400
-37.29811838,3.03155600,-6.17389400
-37.27763838,3.03155600,-6.17389400
-37.25715838,3.07687600,-6.17389400
-37.23667838,3.07687600,-6.17389400
-37.21619839,3.12204400,-6.17389400
-37.19571839,3.12204400,-6.26422900
-37.17523839,3.12204400,-6.26422900
-37.15475839,3.16736300,-6.26422900
-37.13427839,3.16736300,-6.26422900
-37.11379839,3.21253100,-6.26422900
-37.09331839,3.21253100,-6.26422900
-37.07283839,3.21253100,-6.26422900
-37.05235839,3.25785100,-6.17389400
-37.03187839,3.25785100,-6.26422900
-37.01139839,3.25785100,-6.17389400
-36.99091839,3.30301800,-6.17389400
-36.97043839,3.30301800,-6.17389400
-36.94995839,3.30301800,-6.08356000
-36.92947839,3.34833800,-6.08356000
-36.90899839,3.34833800,-6.08356000
-36.88851839,3.39350600,-6.08356000
-36.86803839,3.39350600,-6.08356000
-36.84755839,3.39350600,-6.08356000
-36.82707839,3.43882600,-6.08356000
-36.80659839,3.43882600,-6.08356000
-36.78611839,3.43882600,-5.99353000
-36.76563839,3.48414600,-5.99353000
-36.74515839,3.48414600,-5.99353000
-36.72467839,3.48414600,-5.99353000
-36.70419839,3.52931300,-5.99353000
-36.68371839,3.52931300,-5.90319500
-36.66323839,3.52931300,-5.90319500
-36.64275839,3.57463300,-5.90319500
-36.62227839,3.57463300,-5.90319500
-36.60179839,3.57463300,-5.90319500
-36.58131839,3.61980000,-5.90319500
-36.56083839,3.61980000,-5.81286000
-36.54035839,3.61980000,-5.90319500
-36.51987839,3.61980000,-5.81286000
-36.49939839,3.66512000,-5.81286000
-36.47891839,3.66512000,-5.72283100
-36.45843839,3.66512000,-5.72283100
-36.43795839,3.66512000,-5.72283100
-36.41747839,3.71028800,-5.72283100
-36.39699839,3.71028800,-5.72283100
-36.37651839,3.75560800,-5.72283100
-36.35603839,3.75560800,-5.72283100
-36.33555839,3.75560800,-5.72283100
-36.31507839,3.75560800,-5.63249600
-36.29459839,3.75560800,-5.63249600
-36.27411839,3.80092800,-5.63249600
-36.25363839,3.80092800,-5.54246700
-36.23315839,3.80092800,-5.63249600
-36.21267839,3.80092800,-5.54246700
-36.19219839,3.84609500,-5.54246700
-36.17171839,3.84609500,-5.54246700
-36.15123839,3.84609500,-5.54246700
-36.13075839,3.84609500,-5.54246700
-36.11027839,3.89141500,-5.54246700
-36.08979839,3.89141500,-5.54246700
-36.06931839,3.89141500,-5.54246700
-36.04883839,3.89141500,-5.54246700
-36.02835839,3.93658300,-5.45213200
-36.00787839,3.93658300,-5.45213200
-35.98739839,3.93658300,-5.45213200
-35.96691839,3.93658300,-5.45213200
-35.94643839,3.98190300,-5.36179700
-35.92595839,3.98190300,-5.36179700
-35.90547839,3.98190300,-5.36179700
-35.88499839,3.98190300,-5.36179700
-35.86451839,3.98190300,-5.36179700
-35.84403839,3.98190300,-5.36179700
-35.82355839,4.02707000,-5.36179700
-35.80307839,4.02707000,-5.27176700
-35.78259839,4.02707000,-5.27176700
-35.76211839,4.02707000,-5.27176700
-35.74163839,4.02707000,-5.27176700
-35.72115839,4.07239000,-5.27176700
-35.70067839,4.07239000,-5.18143300
-35.68019839,4.07239000,-5.18143300
-35.65971839,4.07239000,-5.18143300
-35.63923839,4.07239000,-5.18143300
-35.61875839,4.07239000,-5.18143300
-35.59827839,4.11755800,-5.18143300
-35.57779840,4.11755800,-5.18143300
-35.55731840,4.11755800,-5.18143300
-35.53683840,4.11755800,-5.18143300
-35.51635840,4.16287700,-5.18143300
-35.49587840,4.11755800,-5.18143300
-35.47539840,4.16287700,-5.09109800
-35.45491840,4.11755800,-5.09109800
-35.43443840,4.16287700,-5.09109800
-35.41395840,4.16287700,-5.00106800
-35.39347840,4.16287700,-5.00106800
-35.37299840,4.16287700,-5.00106800
-35.35251840,4.16287700,-5.00106800
-35.33203840,4.16287700,-5.00106800
-35.31155840,4.20819700,-5.00106800
-35.29107840,4.16287700,-4.91073300
-35.27059840,4.20819700,-5.00106800
-35.25011840,4.16287700,-4.91073300
-35.22963840,4.16287700,-4.82070400
-35.20915840,4.20819700,-4.82070400
-35.18867840,4.20819700,-4.82070400
-35.16819840,4.20819700,-4.82070400
-35.14771840,4.20819700,-4.82070400
-35.12723840,4.20819700,-4.73036900
-35.10675840,4.20819700,-4.73036900
-35.08627840,4.25336500,-4.73036900
-35.06579840,4.25336500,-4.64003400
-35.04531840,4.25336500,-4.64003400
-35.02483840,4.25336500,-4.55000400
-35.00435840,4.25336500,-4.55000400
-34.98387840,4.25336500,-4.45967000
-34.96339840,4.25336500,-4.45967000
-34.94291840,4.25336500,-4.36933500
-34.92243840,4.25336500,-4.27930500
-34.90195840,4.25336500,-4.27930500
-34.88147840,4.25336500,-4.27930500
-34.86099840,4.25336500,-4.09894100
-34.84051840,4.25336500,-4.09894100
-34.82003840,4.25336500,-4.09894100
-34.79955840,4.25336500,-4.00860600
-34.77907840,4.25336500,-4.00860600
-34.75859840,4.25336500,-3.91827200
-34.73811840,4.25336500,-3.82824200
-34.71763840,4.25336500,-3.82824200
-34.69715840,4.25336500,-3.73790700
-34.67667840,4.25336500,-3.73790700
-34.65619840,4.25336500,-3.64757200
-34.63571840,4.25336500,-3.55754300
-34.61523840,4.25336500,-3.46720800
-34.59475840,4.25336500,-3.37717800
-34.57427840,4.25336500,-3.37717800
-34.55379840,4.25336500,-3.37717800
-34.53331840,4.20819700,-3.28684400
-34.51283840,4.25336500,-3.19650900
-34.49235840,4.25336500,-3.19650900
-34.47187840,4.20819700,-3.19650900
-34.45139840,4.20819700,-3.10647900
-34.43091840,4.20819700,-3.01614400
-34.41043840,4.20819700,-3.01614400
-34.38995840,4.16287700,-3.01614400
-34.36947840,4.16287700,-2.92581000
-34.34899840,4.20819700,-2.83578000
-34.32851840,4.16287700,-2.83578000
-34.30803840,4.16287700,-2.74544500
-34.28755840,4.16287700,-2.74544500
-34.26707840,4.16287700,-2.65541600
-34.24659840,4.16287700,-2.65541600
-34.22611840,4.16287700,-2.56508100
-34.20563840,4.16287700,-2.56508100
-34.18515840,4.11755800,-2.56508100
-34.16467840,4.11755800,-2.47474600
-34.14419840,4.11755800,-2.47474600
-34.12371840,4.07239000,-2.47474600
-34.10323840,4.07239000,-2.38471600
-34.08275840,4.07239000,-2.29438200
-34.06227840,4.07239000,-2.29438200
-34.04179840,4.07239000,-2.29438200
-34.02131840,4.07239000,-2.29438200
-34.00083840,4.07239000,-2.29438200
-33.98035840,4.02707000,-2.11401700
-33.95987840,4.02707000,-2.11401700
-33.93939840,4.02707000,-2.11401700
-33.91891841,4.02707000,-2.11401700
-33.89843841,3.98190300,-2.11401700
-33.87795841,3.98190300,-2.11401700
-33.85747841,3.98190300,-1.93365300
-33.83699841,3.98190300,-1.93365300
-33.81651841,3.98190300,-1.93365300
-33.79603841,3.93658300,-1.93365300
-33.77555841,3.93658300,-1.93365300
-33.75507841,3.93658300,-1.93365300
-33.73459841,3.89141500,-1.84331800
-33.71411841,3.89141500,-1.75298300
-33.69363841,3.89141500,-1.75298300
-33.67315841,3.89141500,-1.75298300
-33.65267841,3.84609500,-1.75298300
-33.63219841,3.89141500,-1.75298300
-33.61171841,3.84609500,-1.75298300
-33.59123841,3.80092800,-1.66295400
-33.57075841,3.80092800,-1.66295400
-33.55027841,3.80092800,-1.57261900
-33.52979841,3.80092800,-1.57261900
-33.50931841,3.80092800,-1.57261900
-33.48883841,3.75560800,-1.57261900
-33.46835841,3.75560800,-1.57261900
-33.44787841,3.75560800,-1.48228400
-33.42739841,3.75560800,-1.48228400
-33.40691841,3.75560800,-1.48228400
-33.38643841,3.71028800,-1.39225400
-33.36595841,3.71028800,-1.39225400
-33.34547841,3.71028800,-1.30192000
-33.32499841,3.71028800,-1.21189000
-33.30451841,3.71028800,-1.21189000
-33.28403841,3.66512000,-1.21189000
-33.26355841,3.66512000,-1.21189000
-33.24307841,3.66512000,-1.12155500
-33.22259841,3.61980000,-1.12155500
-33.20211841,3.61980000,-1.03122000
-33.18163841,3.61980000,-0.94119080
-33.16115841,3.57463300,-1.03122000
-33.14067841,3.57463300,-0.85085610
-33.12019841,3.57463300,-0.85085610
-33.09971841,3.52931300,-0.76052120
-33.07923841,3.52931300,-0.67049160
-33.05875841,3.52931300,-0.76052120
-33.03827841,3.48414600,-0.67049160
-33.01779841,3.48414600,-0.58015690
-32.99731841,3.43882600,-0.58015690
-32.97683841,3.43882600,-0.49012730
-32.95635841,3.43882600,-0.49012730
-32.93587841,3.43882600,-0.49012730
-32.91539841,3.39350600,-0.39979250
-32.89491841,3.39350600,-0.39979250
-32.87443841,3.34833800,-0.30945770
-32.85395841,3.34833800,-0.30945770
-32.83347841,3.34833800,-0.21942810
-32.81299841,3.30301800,-0.21942810
-32.79251841,3.30301800,-0.21942810
-32.77203841,3.25785100,-0.12909330
-32.75155841,3.25785100,-0.12909330
-32.73107841,3.25785100,-0.12909330
-32.71059841,3.25785100,-0.12909330
-32.69011841,3.21253100,-0.12909330
-32.66963841,3.21253100,-0.03875851
-32.64915841,3.16736300,-0.03875851
-32.62867841,3.16736300,-0.03875851
-32.60819841,3.16736300,0.05127110
-32.58771841,3.12204400,0.05127110
-32.56723841,3.12204400,0.05127110
-32.54675841,3.07687600,0.14160590
-32.52627841,3.07687600,0.14160590
-32.50579841,3.07687600,0.23163550
-32.48531841,3.07687600,0.23163550
-32.46483841,3.03155600,0.23163550
-32.44435841,3.03155600,0.32166510
-32.42387841,2.98623600,0.32166510
-32.40339841,2.98623600,0.41199990
-32.38291841,2.98623600,0.41199990
